year,quarter,market,log_total_leased_sf,log_overall_rent,availability_proportion,avg_occupancy_proportion,unemployment_rate,z_log_total_leased_sf,z_log_overall_rent,z_availability_proportion,z_avg_occupancy_proportion,z_unemployment_rate,trend_score
2020,Q1,Nashville,12.439091277341564,3.4339047733458576,0.137669503,0.41,3.5,-1.4475254996666256,-0.4716740451503631,-1.636128008109995,-0.22480284962175762,-0.6310991512710363,-0.8822459107639555
2020,Q1,Northern New Jersey,13.664751619673126,3.404551664759369,0.21961992,0.546923077,4.066666666666666,0.08883672625206021,-0.5598217841587201,-0.01575559753060883,0.537568631154325,-0.40888664494891375,-0.0716117338463715
2020,Q1,Northern Virginia,14.614234130878994,3.586891439620105,0.1978369645,0.41,2.966666666666667,1.2790107198171514,-0.012253241702364795,-0.4464611559059678,-0.22480284962175762,-0.8402403336918576,-0.04894937222095928
2020,Q1,Orange County,13.35396545431406,3.5840466614080775,0.205059955,0.398461538,4.733333333333333,-0.300732967981075,-0.020796144973804737,-0.3036438896060659,-0.28904763986130605,-0.147460166922887,-0.21233616186902773
2020,Q1,Philadelphia,14.50998186148635,3.392429884571901,0.1676410665,0.817142857,4.623563218390805,1.148330756429849,-0.5962236362192355,-1.043512419621554,2.042120371644259,-0.19050538873579304,0.27204193669950516
2020,Q1,Phoenix,13.586993847047925,3.3599700247853472,0.17860077400000002,0.456923077,4.833333333333333,-0.008632450571983724,-0.6937009865408316,-0.826810561215879,0.03645928733021992,-0.10824619521898315,-0.3201861812434915
2020,Q1,Raleigh/Durham,13.689513000316468,3.4483989831464497,0.2304724865,0.835714286,3.8666666666666663,0.11987505601449476,-0.4281477583562259,0.19882780526742797,2.1455238894227695,-0.4873145883567218,0.3097528807983489
2020,Q1,Salt Lake City,12.557918950332216,3.262309960998057,0.0935509365,0.41,2.5,-1.2985753037017564,-0.9869753356237122,-2.5084665582715147,-0.22480284962175762,-1.0232388683100762,-1.2084117831057635
2020,Q1,San Diego,13.894425245046351,3.672739544181479,0.1631073345,0.5825,4.733333333333333,0.37673205102203433,0.24554965140318577,-1.1331560665814087,0.7356567260411109,-0.147460166922887,0.015464438992407065
2020,Q1,San Francisco,13.932294872842826,4.424543257939405,0.112876947,0.718571429,4.733333333333333,0.4242015363652791,2.5032252686409264,-2.12634117847305,1.4932863315899811,-0.147460166922887,0.4293823582400499
2020,Q1,Seattle,14.211418811130804,3.70324991169896,0.123685693,0.41,4.233333333333333,0.7740827068040135,0.3371726529348843,-1.9126242206769686,-0.22480284962175762,-0.34353002544240696,-0.2739403472004471
2020,Q1,South Bay/San Jose,14.06229953961852,3.450537838519773,0.1210110325,0.751428571,4.733333333333333,0.587162066561899,-0.4217247498810315,-1.9655091996742866,1.6762310078961529,-0.147460166922887,-0.05426020840403065
2020,Q1,South Florida,13.41222607057363,3.640099562166745,0.1772480555,0.511052632,3.3666666666666667,-0.22770342872905672,0.1475313918585526,-0.8535573163505156,0.33784624052511747,-0.6833844468762416,-0.25585351191442873
2020,Q1,Southern Maryland,13.563276707143972,3.379696574694737,0.242908662,0.394615385,3.3666666666666667,-0.0383618271347809,-0.6344619193113854,0.4447232675604791,-0.3104625643732741,-0.6833844468762416,-0.24438949802704057
2020,Q1,Tampa,13.521475011540318,3.2995983516277545,0.151450007,0.838571429,3.3666666666666667,-0.09076014980763135,-0.8749978489604692,-1.3636516827548857,2.1614321233554548,-0.6833844468762416,-0.1702724010087546
2020,Q1,Washington D.C.,14.14687189903808,3.6973375632469705,0.1675535015,0.785714286,5.666666666666667,0.6931733111795222,0.3194177992458165,-1.0452438069082393,1.8671298095204891,0.21853690231355036,0.4106028030702278
2020,Q2,Atlanta,13.940498685603991,3.414438279126489,0.203762599,0.139230769,10.2,0.4344849954929417,-0.5301321620070709,-0.32929598444653063,-1.732413868223619,1.996236952890531,-0.03222401325874956
2020,Q2,Austin,13.200669809392467,3.7056090475628425,0.1515904815,0.249230769,11.5,-0.49288868202445907,0.34425716637924564,-1.3608741373497177,-1.1199468924386018,2.506018585041283,-0.02468679207844998
2020,Q2,Baltimore,12.320222422220796,3.222144650431804,0.1529360565,0.232307692,8.633333333333333,-1.5965273173303527,-1.1075922475446984,-1.3342686277479137,-1.2141725814492106,1.3818847295293686,-0.7741352089085614
2020,Q2,Boston,13.951939997192174,3.710284497345858,0.1406056255,0.130769231,15.466666666666669,0.4488266514411228,0.3582975984515623,-1.5780732468623326,-1.779526709944983,4.061506129296142,0.3022060844763024
2020,Q2,Charlotte,12.72730987988209,3.458520903426596,0.1210110325,0.183571429,11.833333333333332,-1.0862441899458701,-0.39775150971057444,-1.9655091996742866,-1.485530323364422,2.636731824054296,-0.45966067972817143
2020,Q2,Chicago,13.192995171789804,4.2716897781006224,0.1302093025,0.114615385,15.133333333333333,-0.5025088213918777,2.0442044256645153,-1.7836355316847745,-1.8694694118260455,3.930792890283128,0.3638767102089891
2020,Q2,Chicago Suburbs,12.520781190367456,3.2265261964058594,0.266887109,0.243076923,15.133333333333333,-1.3451273945171875,-1.0944344121544147,0.9188393903294465,-1.1542107783392084,3.930792890283128,0.25117193912035274
2020,Q2,Dallas/Ft Worth,13.85266375065396,3.414795095952196,0.1420892395,0.272307692,11.5,0.32438412046867043,-0.5290606367771776,-1.5487383480106365,-0.9914573175273863,2.506018585041283,-0.04777071936104939
2020,Q2,Denver,13.378288493442914,3.4028237370955723,0.2655214585,0.111428571,11.366666666666664,-0.27024409822942225,-0.5650107717674732,0.8918369359954557,-1.8872132148530398,2.4537332894360766,0.1246204281163194
2020,Q2,Detroit,13.194509139969083,3.0473751149678607,0.199352843,0.130769231,18.766666666666666,-0.5006110660011274,-1.6324272698148339,-0.41648830416086335,-1.779526709944983,5.355567195524973,0.20530276912063306
2020,Q2,Houston,14.575717609635804,3.397823082780186,0.2655214585,0.272307692,11.5,1.2307303551287878,-0.5800277969716309,0.8918369359954557,-0.9914573175273863,2.506018585041283,0.6114201523333018
2020,Q2,Los Angeles,13.98005927604669,3.799335604246517,0.1808641175,0.243076923,15.233333333333334,0.48407409835612353,0.6257191462019703,-0.782058386702061,-1.1542107783392084,3.9700068619870326,0.6287061883007714
2020,Q2,Manhattan,14.815395836104718,4.428597230518211,0.116010196,0.052307692,15.3,1.5311664227766477,2.515399397175582,-2.064388714764715,-2.216391269097421,3.9961495097896353,0.7523870691759458
2020,Q2,Nashville,11.623464548668483,3.439216606009055,0.1403073975,0.111428571,12.7,-2.4699115989012586,-0.45572254761571657,-1.5839699883427607,-1.8872132148530398,2.976586245488131,-0.6840462208449289
2020,Q2,Northern New Jersey,13.836362634396025,3.398661867293945,0.2193299715,0.052307692,14.966666666666669,0.3039507113144191,-0.5775089169632256,-0.021488631810213214,-2.216391269097421,3.8654362707766223,0.2707996328440363
2020,Q2,Northern Virginia,14.60602534582687,3.5834307762366024,0.1986301005,0.186153846,10.3,1.2687210279349952,-0.022645655569738292,-0.4307787989481345,-1.4711517312716418,2.0354509245944357,0.2759191533479833
2020,Q2,Orange County,13.168588349518162,3.2338186754969485,0.17989491200000002,0.243076923,15.233333333333334,-0.5331027131070407,-1.0725350095152983,-0.8012220945863269,-1.1542107783392084,3.9700068619870326,0.08178725328783165
2020,Q2,Philadelphia,13.544079716018537,3.393502570055264,0.1675535015,0.172307692,13.526436781609195,-0.06242520831615239,-0.5930023487788629,-1.0452438069082393,-1.5482454773319474,3.300664931179016,0.010349617968762792
2020,Q2,Phoenix,12.793109029041588,3.3719477983008583,0.187303279,0.272307692,11.6,-1.003765118236708,-0.6577315882525535,-0.654739453817742,-0.9914573175273863,2.5452325567451872,-0.15249218421784053
2020,Q2,Raleigh/Durham,13.624451742247793,4.291014015699658,0.116010196,0.272307692,11.833333333333332,0.038320928973627696,2.102235344175114,-2.064388714764715,-0.9914573175273863,2.636731824054296,0.34428841298218726
2020,Q2,Salt Lake City,11.88496477028523,3.2556109437976697,0.094335235,0.261538462,8.033333333333333,-2.1421217139833284,-1.0070925650494238,-2.49295894162255,-1.051419115069507,1.1466008993059447,-1.1093982872837729
2020,Q2,San Diego,12.841344390545654,3.6586735869585367,0.1673564535,0.052307692,15.233333333333334,-0.9433022111743762,0.20330941226335753,-1.0491399572202,-2.216391269097421,3.9700068619870326,-0.0071034326483214285
2020,Q2,San Francisco,13.333137947286769,4.375615085172686,0.1420892395,0.090769231,15.233333333333334,-0.3268401968369231,2.356293375874318,-1.5487383480106365,-2.0022419738668074,3.9700068619870326,0.4896959438293967
2020,Q2,Seattle,13.649603542438411,3.708637221090181,0.1302093025,0.277142857,13.866666666666667,0.06984864867875604,0.3533508079938411,-1.7836355316847745,-0.9645356913003719,3.4340825820336778,0.2218221631442257
2020,Q2,South Bay/San Jose,13.257977599432955,3.421795407577647,0.266887109,0.130769231,15.233333333333334,-0.4210535080956065,-0.5080386165601622,0.9188393903294465,-1.779526709944983,3.9700068619870326,0.4360454835431455
2020,Q2,South Florida,12.637302961524364,3.638182070031303,0.17989491200000002,0.172307692,13.133333333333333,-1.1990676408320293,0.14177313985578818,-0.8012220945863269,-1.5482454773319474,3.146513456205048,-0.05204972333789347
2020,Q2,Southern Maryland,12.813059904691093,4.428597230518211,0.2237283365,0.120769231,8.633333333333333,-0.9787567446577838,2.515399397175582,0.06547845827375824,-1.8352055259254392,1.3818847295293686,0.2297600628790972
2020,Q2,Tampa,12.912234763167614,3.289681852340586,0.1517424615,0.172307692,13.133333333333333,-0.8544413033714074,-0.9047772158873592,-1.3578690983520534,-1.5482454773319474,3.146513456205048,-0.30376392774754385
2020,Q2,Washington D.C.,14.393968287795758,3.84888400008466,0.256264187,0.143076923,9.533333333333331,1.0029080270193518,0.774513576330362,0.7087966552383382,-1.7109989381437696,1.734810474864504,0.5020059590617573
2020,Q3,Atlanta,13.733433532468675,3.4118636799118636,0.222959644,0.387692308,6.9,0.1749293350919552,-0.5378637144916483,0.05027941274334567,-0.3490094374034269,0.7021758866616996,0.008102296520385069
2020,Q3,Austin,12.933872428989542,3.699312055537144,0.1792465185,0.297142857,8.366666666666667,-0.8273185424581981,0.3253472234005159,-0.814042516703264,-0.8531780593394599,1.2773141383189581,-0.1783755513562896
2020,Q3,Baltimore,11.664409735944014,3.233222407140355,0.1623681415,0.297692308,7.3,-2.4185869073120494,-1.0743256105796146,-1.1477718304437623,-0.8501187812275319,0.8590317734773154,-0.9263542712171285
2020,Q3,Boston,14.51783202575916,3.724076817612721,0.15229978049999998,0.143076923,10.9,1.1581709180467767,0.3997161025129249,-1.346849455444176,-1.7109989381437696,2.2707347548178594,0.1541546763579231
2020,Q3,Charlotte,12.074459412061556,3.458024274481009,0.13388677899999998,0.317692308,7.566666666666666,-1.9045906463750528,-0.3992428924222416,-1.710922277996828,-0.7387611492666198,0.963602364687726,-0.7579829202746032
2020,Q3,Chicago,13.473113202443674,3.663305301994245,0.242183768,0.183571429,10.033333333333331,-0.15138155861639777,0.21721850836218176,0.43039023203493026,-1.485530323364422,1.9308803333840239,0.18831543836006323
2020,Q3,Chicago Suburbs,13.13471478376326,3.227152395369644,0.27913405,0.123846154,10.033333333333331,-0.5755631445051926,-1.092553929115818,1.1609931954820614,-1.8180735829751358,1.9308803333840239,-0.07886342554601222
2020,Q3,Dallas/Ft Worth,13.847188472523744,3.2306306814365335,0.15410179200000002,0.347857143,8.366666666666667,0.31752087279300445,-1.0821085941177482,-1.3112190117559293,-0.5708069195620376,1.2773141383189581,-0.2738599028647505
2020,Q3,Denver,12.925725428367384,3.201104487944125,0.1792465185,0.363684211,6.333333333333333,-0.8375307877092834,-1.170776109185542,-0.814042516703264,-0.482683678893821,0.47996338033957675,-0.5650139424304668
2020,Q3,Detroit,11.639223258082858,3.055141404961165,0.207265225,0.120769231,10.466666666666669,-2.4501580953919446,-1.6091050073234225,-0.26003997889163455,-1.8352055259254392,2.1008075441009426,-0.8107402126862997
2020,Q3,Houston,13.951581348586732,3.4050457335812014,0.27547653949999995,0.269285714,8.366666666666667,0.4483770862959124,-0.5583380895295558,1.0886747214271395,-1.0082833332232848,1.2773141383189581,0.2495489046578339
2020,Q3,Los Angeles,14.02925648965232,3.808377590366306,0.1997085855,0.277142857,11.7,0.5457426846631255,0.6528723395428366,-0.4094543517616883,-0.9645356913003719,2.584446528449091,0.4818143019185986
2020,Q3,Manhattan,15.214783333927263,4.397538701301876,0.131483084,0.111428571,11.166666666666666,2.031797669433031,2.4221302594528034,-1.7584495658866213,-1.8872132148530398,2.3753053460282696,0.6367140988348885
2020,Q3,Nashville,11.265412373872008,3.421795407577647,0.147976296,0.241538462,7.9,-2.9187291197642513,-0.5080386165601622,-1.4323359637235367,-1.1627767470304191,1.0943156037007395,-0.985512968675526
2020,Q3,Northern New Jersey,14.370865280441016,3.398352759892642,0.231682852,0.111428571,11.7,0.973948464097192,-0.5784371702163791,0.2227598721770708,-1.8872132148530398,2.584446528449091,0.263100895930787
2020,Q3,Northern Virginia,13.94166027291957,3.5839391312738527,0.2091431255,0.334615385,7.333333333333333,0.4359410423373448,-0.02111905926341923,-0.22290901273665775,-0.6445354602560108,0.8721030973786167,0.08389612149197474
2020,Q3,Orange County,14.010718724581306,3.3107792336670014,0.231682852,0.159285714,11.7,0.522505641720312,-0.8414215253838778,0.2227598721770708,-1.6207503090083024,2.584446528449091,0.1735080415908587
2020,Q3,Philadelphia,12.866588157426769,3.3977019601212257,0.1738404005,0.240714286,9.637254901960784,-0.9116592114488044,-0.5803915297769171,-0.9209354987796899,-1.1673656614143701,1.7755622493803263,-0.36095793040789104
2020,Q3,Phoenix,12.985099312733494,3.37701884616984,0.2107376635,0.232307692,8.1,-0.7631057696226012,-0.6425031703581829,-0.1913808585502008,-1.2141725814492106,1.1727435471085472,-0.3276837665743297
2020,Q3,Raleigh/Durham,13.028452617954414,3.37701884616984,0.1605570175,0.440769231,7.566666666666666,-0.7087625081090234,-0.6425031703581829,-1.1835824519045193,-0.05348341455084296,0.963602364687726,-0.32494583604696853
2020,Q3,Salt Lake City,10.971589085999216,3.201104487944125,0.108871414,0.376315789,5.033333333333333,-3.287035888770304,-1.170776109185542,-2.2055409604932597,-0.41235254819334305,-0.029818251811175096,-1.4211047516907247
2020,Q3,San Diego,12.354828801040124,3.653003777462749,0.1842243275,0.272307692,11.7,-1.5531483065575091,0.18628290598416003,-0.7156183150456475,-0.9914573175273863,2.584446528449091,-0.0978989009394584
2020,Q3,San Francisco,12.975094629335274,4.335775317079294,0.1853766795,0.122142857,11.7,-0.7756466156665072,2.236654071924541,-0.6928333255796882,-1.827557338997442,2.584446528449091,0.3050126640259989
2020,Q3,Seattle,14.451826506448596,3.663305301994245,0.1438070545,0.161538462,9.1,1.0754331618605972,0.21721850836218176,-1.5147726876226064,-1.6082072748740683,1.5648832641475872,-0.05308900562526172
2020,Q3,South Bay/San Jose,12.779746299859374,3.397823082780186,0.1676410665,0.159285714,11.7,-1.020515266415347,-0.5800277969716309,-1.043512419621554,-1.6207503090083024,2.584446528449091,-0.33607185271354867
2020,Q3,South Florida,13.227098097292822,3.640812768096061,0.19224814,0.13,9.566666666666666,-0.45976088811332527,0.14967315786372107,-0.5569667196222585,-1.7838096970745292,1.747881798765806,-0.1805964696361172
2020,Q3,Southern Maryland,12.55747219903334,3.8090684617637303,0.2190299045,0.434615385,7.3,-1.2991353053565926,0.6549470346794365,-0.02742173509296166,-0.08774730045144936,0.8590317734773154,0.019934893451149654
2020,Q3,Tampa,13.516946827775712,3.3082475691978144,0.1657797015,0.257692308,9.566666666666666,-0.09643621702436497,-0.8490241443102206,-1.0803164360308677,-1.0728340451493565,1.747881798765806,-0.27014580874980076
2020,Q3,Washington D.C.,14.380796525717678,3.37701884616984,0.236177096,0.196428571,8.466666666666667,0.9863972556362659,-0.6425031703581829,0.31162273890308095,-1.4139432790191626,1.316528110022862,0.11162033103697268
2020,Q4,Atlanta,12.888457115345746,3.414103650643534,0.241300398,0.4275,5.3,-0.8842465264605571,-0.5311370553761454,0.4129237147341885,-0.1273649216559593,0.07475233939923552,-0.21101448987184757
2020,Q4,Austin,12.706223496097996,3.689557591876539,0.195278896,0.333076923,7,-1.1126759201799414,0.2960544514139297,-0.4970408084997083,-0.653101434515103,0.7413898583656034,-0.24507477068304392
2020,Q4,Baltimore,12.889113933137796,3.2306306814365335,0.1641987575,0.34,6.566666666666666,-0.8834232069729594,-1.0821085941177482,-1.1115758015600392,-0.6145545614849502,0.571462647648686,-0.6240399032974022
2020,Q4,Boston,13.845144114693186,3.700515195300484,0.156927639,0.434615385,7.915315315315316,0.3149582752783005,0.3289602666166022,-1.2553446833151294,-0.08774730045144936,1.100321347114851,0.080229581048634993
2020,Q4,Charlotte,12.321978364574363,3.453593456713528,0.14092959849999998,0.476923077,5.866666666666666,-1.594326247907009,-0.41254869160227414,-1.57166745992201,0.14781691929113197,0.29696484572135806,-0.6267521268837606
2020,Q4,Chicago,13.01887222450978,4.375615085172686,0.2264177485,0.178461538,7.833333333333333,-0.7207715077391952,2.356293375874318,0.11865511270714675,-1.5139815914313408,1.0681729558981365,0.26167366906181305
2020,Q4,Chicago Suburbs,13.541277638836496,3.2325801580548363,0.285142601,0.196923077,7.833333333333333,-0.06593760517514465,-1.0762542923273017,1.2797978413200335,-1.4111899281616396,1.0681729558981365,-0.041082205689183186
2020,Q4,Dallas/Ft Worth,14.451093242243957,3.441674329780747,0.1641987575,0.373846154,7,1.0745140169827572,-0.4483419734954863,-1.1115758015600392,-0.42610318346373255,0.7413898583656034,-0.034023416634179494
2020,Q4,Denver,13.146033027922975,3.2265261964058594,0.35929234600000004,0.434615385,6.266666666666667,-0.5613757532760424,-1.0944344121544147,2.7459307232246717,-0.08774730045144936,0.4538207325369742,0.29123879797594787
2020,Q4,Detroit,12.573597020960428,3.05403634332394,0.2130027375,0.318461538,7.266666666666667,-1.2789228807126523,-1.6124235207442155,-0.14659446756062594,-0.7344781677049552,0.8459604495760141,-0.585291717429287
2020,Q4,Houston,14.046281744762007,3.403985642514171,0.28267067,0.334615385,7,0.5670838000878062,-0.5615215557858254,1.2309213506335264,-0.6445354602560108,0.7413898583656034,0.26666759860901995
2020,Q4,Los Angeles,14.095004196510487,3.8290762845202817,0.2216357495,0.273076923,9.1,0.6281572735740365,0.715030767660337,0.024102582888803258,-0.9871743303978399,1.5648832641475872,0.3889999115745848
2020,Q4,Manhattan,15.201367323353118,4.364397487397814,0.149724036,0.139230769,8.966666666666667,2.0149807331605945,2.322606794500948,-1.3977786084282486,-1.732413868223619,1.512597968542382,0.5439986039104114
2020,Q4,Nashville,11.33754774385068,3.4018387742592733,0.1534699675,0.433333333,5.933333333333334,-2.8283076108353784,-0.5679686270410023,-1.3237118217452688,-0.09488561418998712,0.32310749352396095,-0.8983532360575351
2020,Q4,Northern New Jersey,13.58847193068118,3.387727820044283,0.232168184,0.414615385,7.166666666666667,-0.006779676371455563,-0.6103439926904987,0.2323561452841536,-0.1991049324123617,0.8067464778721103,0.04457480433638959
2020,Q4,Northern Virginia,14.255068510561594,3.5840466614080775,0.2170183045,0.465384615,5.366666666666666,0.8287974977310011,-0.020796144973804737,-0.06719628732155492,0.08357212905158355,0.1008949872018381,0.18505443633781263
2020,Q4,Orange County,13.551420004316656,4.250605188831,0.206725025,0.143076923,9.1,-0.053224174980008095,1.9808871498618228,-0.27072113474463005,-1.7109989381437696,1.5648832641475872,0.30216523322820044
2020,Q4,Philadelphia,13.39239814817604,3.398125723279398,0.1860113165,0.241538462,7.679365079365079,-0.2525576807089758,-0.57911896390343,-0.6802849051667347,-1.1627767470304191,1.0077958883540303,-0.33338848169110585
2020,Q4,Phoenix,12.757391249697209,3.370541369245616,0.2219594025,0.317692308,6.766666666666667,-1.0485372668354087,-0.6619551116633696,0.030502042598706397,-0.7387611492666198,0.6498905910564942,-0.35377217882203954
2020,Q4,Raleigh/Durham,12.537094340615234,3.676107018980343,0.2556945955,0.305384615,5.866666666666666,-1.324678900786254,0.2556622188272755,0.6975343531575511,-0.8072889266357144,0.29696484572135806,-0.17636128194315676
2020,Q4,Salt Lake City,9.260272740724393,3.232817113126982,0.1223742195,0.41,3.8,-5.432166720429549,-1.0755427133885789,-1.938555455128234,-0.22480284962175762,-0.5134572361593244,-1.8369049949454888
2020,Q4,San Diego,13.016791728348304,3.6515504096866422,0.1998928845,0.283076923,9.1,-0.7233794045628614,0.18191842502862773,-0.4058102822641851,-0.931495514417384,1.5648832641475872,-0.06277670241364312
2020,Q4,San Francisco,11.960881574032229,4.296438849078825,0.21147314,0.123846154,9.1,-2.0469601871222274,2.118526184222316,-0.17683857953739862,-1.8180735829751358,1.5648832641475872,-0.07169258025297168
2020,Q4,Seattle,13.01805120093579,3.6652399644012017,0.1623454545,0.180769231,6.933333333333334,-0.7218006587707658,0.2230283228973346,-1.148220411307955,-1.5011326300427021,0.7152472105630009,-0.4865756333322175
2020,Q4,South Bay/San Jose,13.130039837843844,3.0473751149678607,0.201831134,0.161538462,9.1,-0.5814231777221761,-1.6324272698148339,-0.3674860597697557,-1.6082072748740683,1.5648832641475872,-0.5249321036066493
2020,Q4,South Florida,13.062993343263557,3.653048205649751,0.199852512,0.317692308,6.7,-0.6654657938497933,0.1864163243654176,-0.40660855135836327,-0.7387611492666198,0.6237479432538916,-0.20013424537109345
2020,Q4,Southern Maryland,12.798965695074685,3.4419863916384266,0.2158274395,0.180769231,6.566666666666666,-0.9964238017623949,-0.4474048479742099,-0.09074277874117322,-1.5011326300427021,0.571462647648686,-0.49284828217435883
2020,Q4,Tampa,12.956858818877947,3.3107792336670014,0.178751725,0.436153846,6.7,-0.7985051592433955,-0.8414215253838778,-0.8238258682185348,-0.07918133176023856,0.6237479432538916,-0.383837188270431
2020,Q4,Washington D.C.,14.047452886258815,3.367362734989664,0.25767548149999997,0.201538462,7.9,0.5685518230748919,-0.6715005886601618,0.7367016099013807,-1.3854920109522437,1.0943156037007395,0.06851528741292132
2021,Q1,Atlanta,13.557519317872629,3.4235126972239125,0.254105301,0.429166667,4.6,-0.04557870043230031,-0.5028815750463229,0.6661098765733067,-0.11808511713658937,-0.1997454625280925,-0.04003619571399968
2021,Q1,Austin,12.898984798473291,3.820028891415209,0.2072883255,0.317692308,6.566666666666666,-0.8710501015416976,0.68786133707747,-0.2595832220593831,-0.7387611492666198,0.571462647648686,-0.1220140976283089
2021,Q1,Baltimore,12.62286667175706,3.2432392449391965,0.16781602150000002,0.4275,6.2,-1.2171634945648098,-1.0442449258923454,-1.040053105252318,-0.1273649216559593,0.4276780847343716,-0.6002296725262122
2021,Q1,Boston,14.75716255687836,3.6736402835518858,0.1707485595,0.436153846,6.533333333333333,1.4581711504285515,0.24825458259312175,-0.9820692188716592,-0.07918133176023856,0.5583913237473848,0.24071330122743204
2021,Q1,Charlotte,11.987394111175124,3.455047532953395,0.1546371425,0.396842105,5.5,-2.0137267869926894,-0.40818208312152665,-1.3006337431026918,-0.2980644510612739,0.15318028280704357,-0.7734853562942277
2021,Q1,Chicago,13.589486612294325,3.379696574694737,0.197269188,0.180769231,7,-0.005507775463897846,-0.6344619193113854,-0.4576875707267159,-1.5011326300427021,0.7413898583656034,-0.37148000743581955
2021,Q1,Chicago Suburbs,13.14008934012054,3.2338186754969485,0.297603028,0.232307692,7,-0.5688261513242854,-1.0725350095152983,1.5261728187022532,-1.2141725814492106,0.7413898583656034,-0.11759421304418753
2021,Q1,Dallas/Ft Worth,13.703988879037404,3.4149559200662565,0.211581337,0.334615385,6.566666666666666,0.138020534403326,-0.5285776800235288,-0.1746992440693745,-0.6445354602560108,0.571462647648686,-0.12766584045938043
2021,Q1,Denver,13.340269235922277,4.331950152038965,0.178751725,0.440769231,6.266666666666667,-0.3179011440640519,2.225167055186763,-0.8238258682185348,-0.05348341455084296,0.4538207325369742,0.29675547217806153
2021,Q1,Detroit,12.10243841675914,3.059714606297469,0.214662321,0.461538462,6.333333333333333,-1.8695190327709128,-1.5953716285694335,-0.11378019504200362,0.06215720453961552,0.47996338033957675,-0.6073100543006316
2021,Q1,Houston,13.971036291971066,3.394986402401266,0.2946622765,0.318461538,6.566666666666666,0.4727638099996572,-0.5885463823526109,1.4680265301120443,-0.7344781677049552,0.571462647648686,0.2378456875405643
2021,Q1,Los Angeles,14.02203192301366,3.851461902106869,0.2345062885,0.257692308,8.566666666666666,0.5366867081426194,0.7822550471859357,0.27858653877747164,-1.0728340451493565,1.355742081726766,0.37608726613668725
2021,Q1,Manhattan,14.993277159800355,4.347178024852587,0.171173221,0.13,8.366666666666667,1.7541402247212496,2.2708965408551207,-0.9736725589933425,-1.7838096970745292,1.2773141383189581,0.5089737295654914
2021,Q1,Nashville,12.406909236321845,3.3949829201675192,0.1752137065,0.52,5.233333333333333,-1.4878656089677127,-0.588556839542539,-0.8937816753441953,0.38766412616326,0.048609691596632955,-0.5067860612189108
